"region","year","e_r","e_f","e_m","e_02","e_34","e_58","f_02","f_34","f_58","m_02","m_34","m_58","gva","lag_gva","laglag_gva","laglaglag_gva","lag_r_15_24","lag_r_25_44","lag_r_45_64","lag_pop_02","lag_pop_58","lag_r_f_m_02","lag_r_f_m_58"
"DE72","2012",71.6,65.1,78.1,51.3,75.4,85.7,43,70.1,80.7,62,81,89.7,-1,3.5,3.2,-10.3,0.187705620625656,0.38069732497879,0.431597054395554,14.4,58.6,2.80392156862745,1.32484076433121
"DE72","2013",72.5,67.6,77.3,51.9,76.2,86.2,45.3,72.2,83.5,59.9,80.3,88.2,-0.6,-1,3.5,3.2,0.186762149739857,0.372792282027951,0.440445568232192,14.1,56.7,2.70192307692308,1.31137724550898
"DE72","2014",72.8,68.3,77.1,46.1,77.3,86.7,40.5,74.9,82.3,52.6,79.8,89.6,2.5,-0.6,-1,3.5,0.186249560160547,0.366469122175355,0.447281317664098,13.7,57,2.47747747747748,1.32937685459941
"DE72","2015",72.2,67.4,77,46.2,76,86.9,38.6,73.3,81.2,54,78.9,91,-0.2,2.5,-0.6,-1,0.185373131713641,0.362884788886196,0.451742079400163,14.5,59.7,2.5304347826087,1.36977491961415
"DE72","2016",73.3,68.8,77.6,46.3,77.7,86.6,40.9,75,81.9,52.4,80.5,89.8,2.3,-0.2,2.5,-0.6,0.185446668072083,0.361380603796079,0.453172728131838,14.5,58.3,2.2734375,1.40506329113924
"DE72","2017",73.5,69.4,77.5,44.7,78.1,88.6,38,75.9,85.6,52.1,80.4,91,2.8,2.3,-0.2,2.5,0.187576849204224,0.362163843223304,0.450259307572472,13.5,58.4,2.47706422018349,1.32537313432836
"DE73","2006",67.2,61.2,73.1,43.1,71.8,85.2,39.2,67,80.8,48.2,76.7,88,3.4,,,,0.175100611802917,0.427716640965971,0.397182747231112,17.6,60.5,2.61481481481482,1.49815498154982
"DE73","2007",68.2,62.4,74.1,43.7,72,86.4,42.7,66.8,80.6,45.2,77.3,90,2.6,3.4,,,0.176909658136225,0.422505651227591,0.400584690636184,16.9,60.8,2.66141732283465,1.46014492753623
"DE73","2008",68.6,62.8,74.4,42.6,72.8,86.4,39.3,67.9,82.4,46.7,78.1,88.8,-0.3,2.6,3.4,,0.17762747787059,0.415809749407805,0.406562772721606,14.6,63.4,2.75471698113208,1.3826714801444
"DE73","2009",69.7,64.9,74.5,45.1,73.9,85.7,42.5,69.9,80.8,48.3,78.1,88.9,-6.4,-0.3,2.6,3.4,0.177314914471939,0.406974153855396,0.415710931672666,13.8,63.2,2.72277227722772,1.34707903780069
"DE73","2010",70.7,64.7,76.7,45,75.1,87.5,41.5,69.9,81.4,49.3,80.6,91.6,3.8,-6.4,-0.3,2.6,0.178037158513962,0.397304358989204,0.424658482496835,13.5,63.5,2.65686274509804,1.36042402826855
"DE73","2011",73.3,68.4,78.4,54,77.2,88.4,49,73.3,84,59.9,81.5,91.6,3,3.8,-6.4,-0.3,0.177562387126474,0.388794599270527,0.433643013602999,14.7,61.9,2.5929203539823,1.39788732394366
"DE73","2012",73.1,68.4,77.7,52.8,77.1,87.6,48,73.5,82.5,58.2,80.9,91.6,-0.4,3,3.8,-6.4,0.175281325539937,0.374785127305302,0.449933547154761,13.1,62.1,2.4392523364486,1.36271186440678
"DE73","2013",73.8,69.6,77.9,55.6,76.2,88.1,50,73,85.1,61.9,79.7,90.3,0.6,-0.4,3,3.8,0.173860388509422,0.367118202423658,0.45902140906692,12.3,63.1,2.29906542056075,1.38078291814947
"DE73","2014",73.4,68.9,77.8,45.7,78.2,87,40.1,75.4,81.8,51.9,81.3,90.4,0.9,0.6,-0.4,3,0.172398993995394,0.361589425966823,0.466011580037783,11.5,62.2,2.37113402061856,1.31596091205212
"DE73","2015",74.2,69.9,78.3,47.9,78.5,86.6,44,75.6,81.9,52.5,81.5,89.6,0.9,0.9,0.6,-0.4,0.170688818898847,0.357577161461566,0.471734019639587,12,65.4,2.32692307692308,1.38518518518519
"DE73","2016",75.3,71.1,79.4,45.6,80.5,86.7,41.4,77.4,82.4,50.3,83.8,89.8,3.1,0.9,0.9,0.6,0.169811199794852,0.354553322434849,0.475635477770298,12,64.9,2.36274509803922,1.36170212765957
"DE73","2017",75.9,71,80.7,48.4,80.5,89.2,41.2,76.9,84.9,55.8,84.4,92.3,1.1,3.1,0.9,0.9,0.171784877804929,0.355699180121954,0.472515942073117,11.7,64.2,2.32673267326733,1.35943060498221
"DE80","2006",63.5,61.2,65.6,40.8,65.1,81,35.3,63.2,79.8,45.7,66.9,82.2,2.2,,,,0.205802730648122,0.396180533441631,0.398016735910248,8.6,64.7,2.29333333333333,1.2906976744186
"DE80","2007",65.3,62.5,67.9,45,66.7,81,41.2,63.6,79.1,48.5,69.5,83,4,2.2,,,0.203092617557697,0.390922520238502,0.4059848622038,10.2,63.7,1.98058252427184,1.40234375
"DE80","2008",68,65.5,70.4,46.1,68.5,81.8,41,66.5,79.6,51.1,70.3,84.1,1,4,2.2,,0.195134416495523,0.386802588426048,0.418062995078429,10.3,64.7,2.03960396039604,1.41735537190083
"DE80","2009",69.2,67.2,71.1,47,69.5,82.1,42.5,67.9,79.7,51.2,70.9,84.6,-1.7,1,4,2.2,0.183990261826762,0.38206372887977,0.433946009293468,7.1,66.3,2.13432835820895,1.26377952755906
"DE80","2010",70.7,68.8,72.5,40.2,71.2,85,31.6,70.4,83.6,48.8,71.9,86.4,1.2,-1.7,1,4,0.171816001076038,0.377164657854676,0.451019341069286,7,66.6,2.02898550724638,1.27165354330709
"DE80","2011",71.4,68.7,73.9,47.5,72.1,84.6,38.8,69.3,82.8,55.3,74.6,86.7,2.3,1.2,-1.7,1,0.160127736398523,0.372018652417284,0.467853611184193,6.2,66.7,2.17543859649123,1.22178988326848
"DE80","2012",70.5,68,72.9,46.1,71.8,83.6,38.9,69,81.7,53,74.2,85.8,-0.4,2.3,1.2,-1.7,0.150049088818035,0.364713087546401,0.485237823635565,6.7,65.8,2.04545454545455,1.26294820717131
"DE80","2013",70.5,68.3,72.7,45.9,71.7,84.2,34.5,69.6,83.2,56.6,73.5,85.4,0.3,-0.4,2.3,1.2,0.14011380803801,0.360130146908823,0.499756045053167,6.6,66.7,2,1.2716049382716
"DE80","2014",71.1,69.4,72.7,39.2,73.1,83.3,36.2,71.2,81.8,42,74.9,84.9,3.1,0.3,-0.4,2.3,0.130826200339803,0.360152693335509,0.509021106324688,7,66.7,1.97183098591549,1.30869565217391
"DE80","2015",71.7,69.9,73.3,38.4,74.1,84.1,38,71.9,81.7,38.8,76.2,86.6,0.3,3.1,0.3,-0.4,0.123134371131184,0.361333050575451,0.515532578293365,7,68.9,2,1.31111111111111
"DE80","2016",72.5,71.2,73.7,37.8,75.7,83.5,32.9,74.6,82.4,42.2,76.7,84.8,1.1,0.3,3.1,0.3,0.117281271901612,0.364645397901286,0.518073330197103,7.2,67.3,1.98611111111111,1.29032258064516
"DE80","2017",73.5,72.1,74.8,40.2,76.9,83.1,35.5,75.7,81.7,44.2,78.1,84.6,4,1.1,0.3,3.1,0.116407336036891,0.369486228153432,0.514106435809677,7.5,66.7,1.94805194805195,1.3155737704918
"DE91","2006",65.2,59.4,70.8,41.5,68.7,85.8,38.7,63.6,81.1,44.9,74,88.8,3.3,,,,0.172881992414041,0.434288312450931,0.392829695135028,17.1,62.7,2.66666666666667,1.50588235294118
"DE91","2007",66.2,60,72.3,42.3,69.8,85.9,38.9,64.1,80.8,46.5,75.6,89.3,5,3.3,,,0.174058039174863,0.428953038124574,0.396988922700563,16.7,61.5,2.5187969924812,1.49626865671642
"DE91","2008",66.4,59.9,72.7,42.1,70,83.4,37.3,64.5,76.6,47.6,75.8,87.9,1.3,5,3.3,,0.174828646752806,0.422498965263837,0.402672387983358,15.1,63.4,2.58119658119658,1.45348837209302
"DE91","2009",67.3,61.2,73.2,46.3,70.9,84.8,40.7,65.7,81,52.9,76.2,87.4,-9.2,1.3,5,3.3,0.175155222040444,0.413651043294134,0.411193734665422,14.2,64.1,2.4695652173913,1.43893129770992
"DE91","2010",68.7,63.4,73.8,44,73.2,85.1,40.3,68.8,81.4,48.5,77.7,87.6,10.1,-9.2,1.3,5,0.175761026291252,0.40450661011939,0.419732363589358,17.5,61.3,2.41379310344828,1.57768924302789
"DE91","2011",70.7,65.7,75.5,48.6,75.3,87.8,44.9,71.1,83.3,53.1,79.5,91,7,10.1,-9.2,1.3,0.175873240041414,0.395542790074096,0.42858396988449,15.6,62.5,2.496,1.47892720306513
"DE91","2012",70.3,65.7,74.7,48.4,75.2,86.5,44.4,71.6,82.7,53.2,78.8,89.3,-0.9,7,10.1,-9.2,0.174589371036612,0.382484390725306,0.442926238238082,14.2,62,2.59633027522936,1.39208633093525
"DE91","2013",70,65.7,74.3,48.3,74.1,87,44.9,70.7,83.2,52.8,77.5,89.6,-0.7,-0.9,7,10.1,0.173445417533171,0.374313386641672,0.452241195825156,14.1,60.6,2.54954954954955,1.37883959044369
"DE91","2014",70.5,65.9,74.9,41.8,74.9,87.3,38,71.8,83,46,78.1,90.2,3.9,-0.7,-0.9,7,0.172659428467756,0.368061536720805,0.459279034811438,14.1,60.2,2.52678571428571,1.37209302325581
"DE91","2015",71.5,67.6,75.4,42.6,75.7,86.6,39.4,72.8,83.2,46.1,78.9,89.1,-5.6,3.9,-0.7,-0.9,0.170839923327067,0.36494386446003,0.464216212212903,14.3,60.4,2.36363636363636,1.40199335548173
"DE91","2016",71.3,66.5,75.9,44.9,74.9,86.5,39.9,71.5,81.7,50.4,78.4,89.8,15.9,-5.6,3.9,-0.7,0.170329157082307,0.362954357040272,0.466716485877421,13.2,60.6,2.42201834862385,1.35737704918033
"DE91","2017",72.3,68.7,75.7,44.1,76.6,86.6,41.2,74,82.3,47.1,79.4,89.7,-0.7,15.9,-5.6,3.9,0.172284820557667,0.364572812408405,0.463142367033928,14.2,60.7,2.26190476190476,1.42424242424242
"DE92","2006",65.6,59.8,71.5,42.6,69.9,83,36.9,65.6,77.9,49.2,74.6,86.3,4.4,,,,0.164174977392099,0.441187715409912,0.394637307197989,17.9,59,2.48611111111111,1.51798561151079
"DE92","2007",68,62.6,73.3,42.6,72.8,85.5,38.2,68.8,80.9,47.8,77.1,88.4,1.3,4.4,,,0.16588912648705,0.43707819125855,0.3970326822544,17.7,59.9,2.41496598639456,1.54044117647059
"DE92","2008",68.6,63.5,73.6,43.6,73,85.8,39.4,69.1,81.1,48.3,77.2,89.1,2.2,1.3,4.4,,0.167268209531239,0.431630581239007,0.401101209229754,17,61,2.48175182481752,1.50740740740741
"DE92","2009",68.5,63.5,73.4,42.7,72.9,86.4,38.9,68.9,82.6,47.2,77.1,89.1,-5.2,2.2,1.3,4.4,0.168241742664084,0.423832904483096,0.407925352852821,16.3,61,2.37956204379562,1.5092936802974
"DE92","2010",69.3,64.9,73.8,42.3,73.7,87.2,39,70.3,82.7,46.1,77.2,90.6,3.8,-5.2,2.2,1.3,0.169611970967612,0.414105803599694,0.416282225432694,16,59.3,2.45038167938931,1.4486301369863
"DE92","2011",70.5,66.3,74.8,48.5,75.1,87.4,41.5,71.6,85.1,56.2,78.8,89.4,4,3.8,-5.2,2.2,0.170044761166636,0.404815888372281,0.425139350461083,15.4,58.5,2.38759689922481,1.42715231788079
"DE92","2012",72.5,67.7,77.3,52.8,76.7,88.3,46.1,72.5,84.7,60.4,81,91.5,0.2,4,3.8,-5.2,0.167437503183622,0.391644255194749,0.440918241621628,14.4,59.4,2.21538461538462,1.44520547945205
"DE92","2013",73.1,68.6,77.7,53.7,77.8,87.4,46.3,74.5,83.7,62.4,81.2,90.8,-1.9,0.2,4,3.8,0.167080887173405,0.382439211237726,0.450479901588868,14.6,58.8,2.24615384615385,1.446735395189
"DE92","2014",73.2,68.7,77.6,42.8,78.8,86.8,37.2,75.9,81.9,49.1,81.9,90.7,2.3,-1.9,0.2,4,0.167438163919784,0.374838220625199,0.457723615455017,14,59.1,2.325,1.41237113402062
"DE92","2015",72.6,68.6,76.5,44.4,77.8,86.8,40.1,75.2,81.9,49,80.6,90.5,0.3,2.3,-1.9,0.2,0.167016781324027,0.36940527890351,0.463577939772463,13.2,61.6,2.26724137931034,1.40559440559441
"DE92","2016",72.1,68.6,75.4,45.1,77.2,87.7,39.7,75.5,83.6,50.7,79,90.8,4,0.3,2.3,-1.9,0.167553996051226,0.365617459953264,0.46682854399551,14.1,59.8,2.30081300813008,1.41414141414141
"DE92","2017",72.7,69,76.2,45.4,78.1,87.1,41,75.7,82.4,49.9,80.6,90.9,1.3,4,0.3,2.3,0.169216828759359,0.366230568732356,0.464552602508285,15.4,59.2,2.20714285714286,1.48951048951049
"DE93","2006",67.6,61,74.2,42.8,73.7,85.2,37.8,68.4,78,48.7,79.2,89.6,3.6,,,,0.165463503033705,0.432945775961576,0.401590721004719,17.1,65,2.53731343283582,1.58515283842795
"DE93","2007",69.2,62,76.4,44.1,75.4,86.6,39.1,69.2,79.7,50.3,82,90.8,3.7,3.6,,,0.168044379331228,0.427433012159168,0.404522608509604,16.4,65.5,2.624,1.55066079295154
"DE93","2008",70,63.6,76.5,45.9,75.8,86.1,41.5,70,79.3,51,82,90.6,1,3.7,3.6,,0.169479840893796,0.420852688154394,0.40966747095181,15.8,66.1,2.66949152542373,1.51304347826087
"DE93","2009",71.8,66.2,77.4,47.4,77,88.6,43.9,72,82.5,51.4,82.4,92.4,-4.2,1,3.7,3.6,0.170284248825798,0.411915400764248,0.417800350409954,15,65.9,2.55555555555556,1.50431034482759
"DE93","2010",72.7,66.9,78.5,45,78.7,88.4,38.9,73.8,83.7,51.8,84.1,91.6,2.7,-4.2,1,3.7,0.171904470389988,0.401274107496051,0.426821422113961,14.2,65.6,2.41880341880342,1.468
"DE93","2011",74.2,68.8,79.6,55,79.5,88.7,49,75.2,82.8,62.3,84.1,92.9,3.9,2.7,-4.2,1,0.172654543714937,0.390595359226624,0.436750097058439,13.2,65.5,2.43518518518519,1.42352941176471
"DE93","2012",73.9,68.2,79.6,53.8,80,88.1,48.5,74.7,83.2,60.5,85.6,91.4,2.6,3.9,2.7,-4.2,0.168855388051368,0.375042806625721,0.456101805322911,12.7,64.4,2.45631067961165,1.38148148148148
"DE93","2013",74.8,69.8,79.8,52.7,81.1,87.2,47.1,77,82.3,59.1,85.3,90.9,0.4,2.6,3.9,2.7,0.168261655767135,0.364610506546699,0.467127837686166,12.4,64.7,2.56701030927835,1.35531135531136
"DE93","2014",75.7,71.6,79.9,47.3,81.8,89.4,44.4,78.4,84.4,50.4,85.3,93,3.3,0.4,2.6,3.9,0.168287702792084,0.35553363208704,0.476178665120876,12.5,64.3,2.39047619047619,1.39179104477612
"DE93","2015",76.1,72.2,80.1,46.3,82.3,90,43.9,78.7,86.7,49,86.1,92.5,0.6,3.3,0.4,2.6,0.168305911578174,0.349475945630809,0.482218142791017,13.3,65.1,2.4537037037037,1.4251968503937
"DE93","2016",75.6,71.5,79.7,46.8,81.8,89,41.6,78.6,85.5,52.2,85.3,91.8,0.7,0.6,3.3,0.4,0.16851628836511,0.345125616604848,0.486358095030042,12.9,64.2,2.35779816513761,1.40671641791045
"DE93","2017",76.4,72.7,80,48.2,82.6,88.4,42.7,79.7,84.3,53.4,85.7,91.5,1.3,0.7,0.6,3.3,0.170634902502305,0.345656447313227,0.483708650184467,13.4,64.1,2.16935483870968,1.484375
"DE94","2006",65.4,58.1,72.5,39.5,72.2,85.6,34.9,65.9,81.4,45.4,78.4,88.1,4.9,,,,0.18423041059773,0.441539104604601,0.374230484797669,19.1,63.2,2.63013698630137,1.65765765765766
"DE94","2007",68.1,60.8,75.3,42,74.9,87.1,37.3,68.3,82.7,47.8,81.4,89.7,4,4.9,,,0.18592220229633,0.435796607229692,0.378281190473978,18.8,62.7,2.72463768115942,1.5974025974026
"DE94","2008",68.9,61.8,75.9,42.7,75.7,85.7,37.6,69.5,81.5,49.3,81.8,88.2,2.4,4,4.9,,0.18718055862098,0.42849534895832,0.384324092420699,17.2,64.3,2.76,1.53648068669528
"DE94","2009",69.8,62.7,76.7,43.3,76,86.8,37.8,69.8,83,50.1,82.2,89.3,-5,2.4,4,4.9,0.187770685202151,0.419598999538838,0.392630315259011,16.5,63.8,2.75,1.48780487804878
"DE94","2010",71,65.2,76.7,45.5,76.6,87.7,41.3,71.3,84.3,50.5,81.8,90,5.5,-5,2.4,4,0.188234159823882,0.409544834815198,0.40222100536092,15.5,63.5,2.68103448275862,1.45490196078431
"DE94","2011",72.9,66.5,79.1,54.1,78.4,87.5,46.4,73,82.7,63.7,83.8,91,3.7,5.5,-5,2.4,0.188563723550261,0.399437434672472,0.411998841777267,15.4,64.4,2.58823529411765,1.49583333333333
"DE94","2012",73,67.7,78.2,54.4,78.5,87.9,48.2,73.8,83.7,61.9,83.1,91.3,1.4,3.7,5.5,-5,0.186550486749899,0.384499205984135,0.428950307265966,14,64.7,2.54545454545455,1.44897959183673
"DE94","2013",74.4,69.4,79.3,56.7,79.6,87.9,51.8,75,83.7,62.7,84.3,91.2,-0.7,1.4,3.7,5.5,0.185305155761529,0.376277204582455,0.438417639656016,14.4,63.4,2.49137931034483,1.464
"DE94","2014",74.1,69,79.1,47.2,79.5,87.8,43.7,74.8,83.8,51.2,84.3,90.7,2.6,-0.7,1.4,3.7,0.184713387665855,0.368979525915619,0.446307086418526,14.1,63.7,2.50892857142857,1.44979919678715
"DE94","2015",73.8,68.6,78.8,46.8,79.5,87.6,42,75.3,83.6,52.3,83.7,90.5,1.1,2.6,-0.7,1.4,0.183766049933747,0.363592211658724,0.452641738407529,13.7,65.8,2.4375,1.46861924686192
"DE94","2016",74.5,69.7,79,48.3,80.2,89.3,42.3,76.2,87.7,54.8,84.2,90.5,3.1,1.1,2.6,-0.7,0.183823343552968,0.360094473567561,0.456082182879471,14.6,64.6,2.43333333333333,1.48979591836735
"DE94","2017",75.6,70.9,80,47.9,82,89.2,41.8,78.1,86.3,54,86,91.3,2.1,3.1,1.1,2.6,0.185119895092933,0.360280789257964,0.454599315649103,15.1,64.9,2.25373134328358,1.58008658008658
"DEA1","2006",65,58.6,71.5,42.7,70.8,84.6,36.4,65.7,79.7,49.9,76.2,87.8,1.8,,,,0.163566595312939,0.435522665327225,0.400910739359836,21.8,57.9,2.35135135135135,1.73122529644269
"DEA1","2007",66.4,60.3,72.6,42,72.9,85.1,36.6,67.7,79.8,48.2,78.5,88.6,4.9,1.8,,,0.166247757617384,0.430854892767168,0.402897349615448,20.9,60,2.30939226519337,1.77350427350427
"DEA1","2008",67.3,60.5,74.2,42.7,73.7,84,37.1,67.6,78.7,49.2,80.4,87.7,2.9,4.9,1.8,,0.168340704732773,0.42525612166417,0.406403173603057,20,59.5,2.27272727272727,1.70967741935484
"DEA1","2009",67.3,61.3,73.4,41.1,73.7,85.6,35.4,68.8,80.8,47.5,78.9,89.1,-6.6,2.9,4.9,1.8,0.169225514588928,0.418329198296177,0.412445287114895,19.3,58.8,2.32727272727273,1.63218390804598
"DEA1","2010",67.6,61.6,73.8,40.9,73.5,86.7,35.1,68.6,82.5,47.7,78.9,89.8,1.2,-6.6,2.9,4.9,0.17023747211966,0.409727821867617,0.420034706012722,19.1,57.8,2.31515151515151,1.60661764705882
"DEA1","2011",69.2,63.8,74.6,47,74.9,87.6,41.2,70.5,82.9,54,79.7,91.2,2.3,1.2,-6.6,2.9,0.170625103962995,0.401169298817323,0.428205597219682,18.8,58.2,2.32298136645963,1.5962962962963
"DEA1","2012",69.2,63.5,75.1,47.4,74.6,87.6,40.6,69.6,83,55.1,79.9,91.3,-1.1,2.3,1.2,-6.6,0.167210730845156,0.390634967774815,0.442154301380029,18,57.8,2.32258064516129,1.55357142857143
"DEA1","2013",69.3,63.8,74.8,47.4,75.3,87.5,39.7,71,83.1,55.9,79.9,91,-0.1,-1.1,2.3,1.2,0.166466389717987,0.382699019389917,0.450834590892096,18.4,56.7,2.26543209876543,1.57042253521127
"DEA1","2014",69.8,64.4,75.3,42.7,76.1,87.3,36,72.3,82.4,50,80.2,91,1.8,-0.1,-1.1,2.3,0.165935566345179,0.376490658440413,0.457573775214409,19,56.4,2.22941176470588,1.61594202898551
"DEA1","2015",69.7,64.6,74.7,42,75.6,87.1,35.8,72.2,82.8,48.9,79.3,90.3,0.4,1.8,-0.1,-1.1,0.164370655931007,0.372872183425153,0.46275716064384,19.1,57.1,2.24852071005917,1.6101083032491
"DEA1","2016",70.3,65.7,75,42.8,76.5,87.2,37.1,73.5,82.2,48.9,79.7,91,0.9,0.4,1.8,-0.1,0.163474486789484,0.370817816623145,0.465707696587371,18.6,56.6,2.23493975903614,1.58041958041958
"DEA1","2017",71.5,67.1,75.9,44.7,77.5,87.3,39.7,74.4,82.3,49.9,80.8,91.3,2.9,0.9,0.4,1.8,0.164357083128171,0.373085344662329,0.4625575722095,18.9,54.6,2.20348837209302,1.57333333333333
"DEA2","2006",65.1,58.2,72,40.2,70.5,84.1,34.2,64.5,79.6,47.1,77.1,87.3,4.3,,,,0.169053105141166,0.451001120433805,0.379945774425029,20.1,54.1,2.38095238095238,1.53674121405751
"DEA2","2007",66.8,60.1,73.6,41.5,71.6,85.6,36.5,65.7,79.6,47.4,77.8,89.8,4.2,4.3,,,0.171929682946651,0.446333241211736,0.381737075841613,20,55.3,2.36904761904762,1.57142857142857
"DEA2","2008",67.5,60.6,74.4,41.5,72.2,85.5,34.8,66.6,79.5,49.1,78.2,90,-0.6,4.2,4.3,,0.17308977607341,0.440318427720331,0.386591796206259,18.8,55.4,2.40384615384615,1.51147540983607
"DEA2","2009",67.8,61.4,74.2,41.7,72.2,86.6,35.4,66.8,82.5,48.8,78.1,89.6,-3.7,-0.6,4.2,4.3,0.173608286466063,0.432535399116364,0.393856314417573,17.8,55.8,2.33333333333333,1.49837133550489
"DEA2","2010",68.2,61.9,74.6,41.6,72.6,87.3,35.2,67.4,82.9,48.9,78.2,90.7,2.3,-3.7,-0.6,4.2,0.174436073739104,0.422972703978413,0.402591222282483,18.4,54.1,2.31446540880503,1.49532710280374
"DEA2","2011",69.3,63.6,75.1,47.4,73.9,88.1,39.6,69.6,83.9,56.7,78.4,91.6,2.4,2.3,-3.7,-0.6,0.174799832131108,0.413402196639259,0.411797971229633,17.9,54.8,2.33986928104575,1.49038461538462
"DEA2","2012",69.6,64.2,75.1,48.6,73.8,88,41.4,69.4,83.7,56.9,78.5,91.6,0.4,2.4,2.3,-3.7,0.172885423969441,0.405392412669798,0.421722163360761,18,54.2,2.33116883116883,1.49201277955272
"DEA2","2013",69.6,64.7,74.5,49.8,73.8,87,41.9,70.4,83.2,58.7,77.4,90.4,1.6,0.4,2.4,2.3,0.172976396692276,0.396847654805596,0.430175948502128,17.7,53.5,2.25477707006369,1.49683544303797
"DEA2","2014",70.5,65.6,75.3,44,74.8,87.6,37.4,71.1,83.4,50.7,78.8,91.1,2.3,1.6,0.4,2.4,0.173081209599524,0.389833644998691,0.437085145401784,18.4,52.3,2.23030303030303,1.51401869158878
"DEA2","2015",70.9,66.7,75,44,75.5,87.7,38.7,72.5,84.3,49.5,78.8,90.6,3.1,2.3,1.6,0.4,0.172723914138124,0.384693994983983,0.442582090877893,17.7,53.9,2.13855421686747,1.5253164556962
"DEA2","2016",72.4,68.6,76.3,44.4,77.1,88.2,38.3,74.8,85,50.8,79.5,91,1,3.1,2.3,1.6,0.172687340082667,0.381773773316729,0.445538886600604,17.7,53.8,2.19875776397516,1.50949367088608
"DEA2","2017",72.6,68.7,76.3,45.2,77,88.2,39.6,74.1,85.2,51,80.1,90.7,3,1,3.1,2.3,0.173814742951868,0.382788976221407,0.443396280826726,17.3,52.4,2.20382165605096,1.47575757575758
"DEA3","2006",65.3,58.7,71.8,39.8,71.1,86.2,34,65.7,81.1,46.4,76.7,89.4,3.5,,,,0.182050337487999,0.441477231525179,0.376472430986822,18.5,62.1,2.46666666666667,1.61728395061728
"DEA3","2007",66.9,60,73.6,41,72.5,86.5,34.6,66.8,81.6,48.2,78.6,89.5,3.6,3.5,,,0.184356726421541,0.43486835027115,0.380774923307309,17.4,64,2.47517730496454,1.61572052401747
"DEA3","2008",67.7,61.1,74.2,42.5,72.7,86.8,35.7,67.6,81.4,50.1,78.2,90.3,1.8,3.6,3.5,,0.185925489805557,0.427400226303765,0.386674283890678,17,63,2.40140845070423,1.56573705179283
"DEA3","2009",67.6,61.7,73.6,41.7,73.2,86.6,35.9,69.4,82,49,77.2,89.5,-6.8,1.8,3.6,3.5,0.186494660212544,0.418567149755642,0.394938190031815,16.6,62.7,2.43382352941176,1.53543307086614
"DEA3","2010",68.6,62.7,74.4,41.1,74.3,86.7,35.6,70,82.5,47.8,79,89.4,4.2,-6.8,1.8,3.6,0.186814000655457,0.408602815199605,0.404583184144938,17.2,61.4,2.51094890510949,1.51503759398496
"DEA3","2011",70.3,64.2,76.4,48.6,75.9,87.9,39.7,71.3,83.3,59.6,80.7,91.4,2.8,4.2,-6.8,1.8,0.186511411750144,0.398273933381442,0.415214654868414,16.4,61.9,2.46616541353383,1.49442379182156
"DEA3","2012",70.5,64.5,76.4,48.1,76.4,88,40.9,71.2,82.8,56.5,81.8,92,0,2.8,4.2,-6.8,0.182704615727179,0.384432457650731,0.43286292662209,15.9,61,2.41221374045802,1.48518518518519
"DEA3","2013",70.1,64.3,75.8,47.6,75.7,87.8,38.8,70.7,84.1,58,80.8,90.9,-1.7,0,2.8,4.2,0.183626077516802,0.375049623447328,0.441324299035871,16.2,60.5,2.35766423357664,1.50553505535055
"DEA3","2014",70.8,65.6,76.1,41.9,76.7,88.2,35.8,72.8,84.6,48.7,81,90.7,0.9,-1.7,0,2.8,0.182627391129887,0.367495293815989,0.449877315054123,15.7,59.6,2.38931297709924,1.47810218978102
"DEA3","2015",71.9,67,76.7,44.2,77.5,88.6,38.4,73.6,85.4,50.6,81.6,91,1,0.9,-1.7,0,0.181134128337232,0.362109660160322,0.456756211502445,15.7,61.6,2.30147058823529,1.4981684981685
"DEA3","2016",71.8,67.1,76.5,42.1,78.2,87.4,36.6,75.1,82.7,48.2,81.5,90.8,2.1,1,0.9,-1.7,0.180245151026901,0.358127948207694,0.461626900765405,16.5,59.4,2.29861111111111,1.51063829787234
"DEA3","2017",71.8,67.5,76,44.3,77.4,86.9,39.2,74.4,82,49.5,80.7,90.6,2.5,2.1,1,0.9,0.181170941596728,0.359262092807878,0.459566965595394,15.9,59.6,2.30434782608696,1.48591549295775
"DEA4","2006",67,61.3,72.7,41.3,73.9,85.2,36,70,78.1,47.3,78,89.9,3,,,,0.186719140383126,0.440821792775627,0.372459066841247,19,60.9,2.44516129032258,1.6078431372549
"DEA4","2007",68.7,62,75.3,45.4,75.1,85.7,38.1,69.9,79,53.3,80.7,90,4.5,3,,,0.188841865025925,0.434852610074477,0.376305524899598,18.2,62.7,2.37908496732026,1.65948275862069
"DEA4","2008",69.8,62.5,77.1,46.5,75.7,87.1,39.7,69.5,80.3,54.2,82.2,91.6,0,4.5,3,,0.190166494019585,0.427812691969502,0.382020814010913,18.1,63.7,2.27672955974843,1.71945701357466
"DEA4","2009",69,62.3,75.7,43.9,75.2,87.5,36.8,69.8,81.5,51.8,80.8,91.6,-6.2,0,4.5,3,0.189939222766167,0.419275453341165,0.390785323892668,17.9,62,2.28662420382166,1.65145228215768
"DEA4","2010",69.4,63.4,75.3,43.5,75.6,86.6,38.4,70.6,81.4,49.2,80.9,90.1,2.9,-6.2,0,4.5,0.190289579318961,0.409543896691602,0.400166523989437,17.3,61.9,2.26143790849673,1.6219512195122
"DEA4","2011",71.3,64.4,78.1,52.5,76.8,90.2,42.9,70.8,86.9,63.1,83.1,92.8,4.6,2.9,-6.2,0,0.189864563258,0.400278436903424,0.409856999838576,16.9,62.8,2.25333333333333,1.625
