"region","year","e_r","e_f","e_m","e_02","e_34","e_58","f_02","f_34","f_58","m_02","m_34","m_58","gva","lag_gva","laglag_gva","laglaglag_gva","lag_r_15_24","lag_r_25_44","lag_r_45_64","lag_pop_02","lag_pop_58","lag_r_f_m_02","lag_r_f_m_58"
"AT11","2006",69.2,62,76.2,46.4,75.8,86,43.3,70.9,82.3,52.6,79.6,88.3,1.1,3.8,3.8,0.3,0.174541802118996,0.433821861736022,0.391636336144982,23.5,63.7,3.52985074626866,1.87012987012987
"AT11","2007",71.2,64,78.2,48.4,77.5,89.2,45,72,86.8,54.8,82,90.8,3.6,1.1,3.8,3.8,0.17345599317196,0.43025837434299,0.39628563248505,22.8,62.3,3.73170731707317,1.67213114754098
"AT11","2008",71.3,64.2,78.2,48.4,77.3,87.9,45,72.2,82.7,54.9,81.4,91.8,0.9,3.6,1.1,3.8,0.170844824614324,0.426021287598035,0.403133887787641,22.6,64.2,3.45801526717557,1.80368098159509
"AT11","2009",70.8,64.7,76.8,46.7,76.7,87.2,42.4,73.3,82.6,54.4,79.6,90.6,-2,0.9,3.6,1.1,0.167631853855838,0.418685881123939,0.413682265020223,21.1,64.8,3.67826086956522,1.70552147239264
"AT11","2010",71,64.8,77.1,45.8,77.6,86.5,40.8,73.5,84.9,54,81.1,87.7,2.2,-2,0.9,3.6,0.166174247447288,0.410460151173584,0.423365601379127,19.6,65.3,3.51785714285714,1.64367816091954
"AT11","2011",70.3,64.5,76.1,45.9,76.5,84.9,42.2,73.3,81.2,52.7,79.1,87.6,3.4,2.2,-2,0.9,0.163286737273154,0.403317132891119,0.433396129835726,19.7,65.5,3.23770491803279,1.72189349112426
"AT11","2012",70.4,64.8,75.9,43.7,77.5,82.8,42.9,73.7,79.7,45.5,80.5,85.1,1.6,3.4,2.2,-2,0.160331832932063,0.395064377682403,0.444603789385533,19.7,65.5,3.56756756756757,1.64161849710983
"AT11","2013",69.9,64.9,74.8,42.9,76,86,42.3,72.6,81.8,43.9,78.9,89.7,1.6,1.6,3.4,2.2,0.158192296279329,0.387424579231502,0.454383124489169,18.8,67.2,3.88659793814433,1.61392405063291
"AT11","2014",69.8,64.7,75,43.7,73.8,82.6,39.3,70.1,80.2,51,77,85,0.4,1.6,1.6,3.4,0.156963871740773,0.38296996691933,0.460066161339897,18.5,65.6,3.60194174757282,1.59537572254335
"AT11","2015",69.6,64.9,74.3,42.8,72.7,82.1,41.3,69.7,78.8,45.7,75.3,85.1,0.9,0.4,1.6,1.6,0.155724002465756,0.378154026182988,0.466121971351255,16.8,57.5,3.23076923076923,1.39245283018868
"AT11","2016",69.8,65.9,73.7,43.4,72.3,84.9,45.7,68,81.4,39.5,75.8,88.3,1.5,0.9,0.4,1.6,0.154095425561989,0.374797139536588,0.471107434901423,15.3,56.2,3.825,1.26402640264026
"AT11","2017",71.1,66.4,75.8,42.1,73.5,86.4,41.3,67.9,84.8,43.3,78.2,88.2,3.4,1.5,0.9,0.4,0.15337586390218,0.372861744378772,0.473762391719048,16.5,55.7,3.3,1.34965034965035
"AT12","2006",70.1,64,76.3,48.1,75.3,85.6,43.4,70.7,83.1,55.7,79.5,87.6,4.3,4.6,4.6,1,0.177180958199296,0.440781221661146,0.382037820139558,18.6,64.3,2.80451127819549,1.68911917098446
"AT12","2007",71.5,65.3,77.7,50.5,76.5,87,46.8,71.1,84.9,56.4,81.3,88.5,5.3,4.3,4.6,4.6,0.178881176021309,0.437976703944292,0.383142120034398,18.6,66.3,3.29203539823009,1.64204545454545
"AT12","2008",72.5,66.6,78.5,50,77.8,86.6,45.5,72.9,82.6,56.3,82.4,89.6,4,5.3,4.3,4.6,0.179335171947138,0.43305722447878,0.387607603574083,18.9,66.1,3.22222222222222,1.68421052631579
"AT12","2009",71.7,66.7,76.7,47.1,77.2,85,44.3,73.8,80.7,51.6,80.2,88.5,-3.5,4,5.3,4.3,0.178756515898319,0.426960445777319,0.394283038324362,17.1,66.9,2.88983050847458,1.63440860215054
"AT12","2010",72.1,66.9,77.3,46.7,77.5,85.8,43.4,74,79.5,51.4,80.7,90.6,0.6,-3.5,4,5.3,0.179091354947299,0.419259216027005,0.401649429025696,16.2,66.2,3.24,1.50251256281407
"AT12","2011",72.4,67.4,77.5,49.2,77.3,86.5,46.5,73.1,82.6,52.9,81.4,89.4,3.2,0.6,-3.5,4,0.178819475449838,0.411213451103176,0.409967073446986,15.6,66.5,2.97142857142857,1.50480769230769
"AT12","2012",72.6,68.1,77.2,48.3,77.4,88.9,46.9,73.6,85.3,50.2,81,91.7,-0.2,3.2,0.6,-3.5,0.177349656220841,0.401603617113975,0.421046726665183,16.7,66.1,2.85470085470085,1.57920792079208
"AT12","2013",72.4,67.6,77.2,45.8,77.9,86.6,42.1,74.6,84.6,51.6,80.9,88.3,0.5,-0.2,3.2,0.6,0.176341166296252,0.393479453583418,0.430179380120331,16.7,66.1,2.99099099099099,1.55778894472362
"AT12","2014",72.8,68.4,77.4,49.4,74.8,86.5,46,70.9,83.8,54.2,78.4,89.1,1.5,0.5,-0.2,3.2,0.175666179904639,0.387280154349168,0.437053665746193,16,66.4,3.07692307692308,1.53061224489796
"AT12","2015",73.1,69.2,77,49.2,74.5,85.7,46,71,84,53.8,77.8,87.2,1.3,1.5,0.5,-0.2,0.174005935380221,0.381962729084851,0.444031335534928,15.5,55.4,2.86111111111111,1.35409836065574
"AT12","2016",73.1,69.2,76.9,46.4,75.4,86.1,43.1,72.6,83.2,51,78,88.8,1.2,1.3,1.5,0.5,0.171714937303089,0.377835429400723,0.450449633296188,13.9,55.8,2.97849462365591,1.28527607361963
"AT12","2017",74.3,70.5,78.1,48.2,76.3,87.5,45.2,72.5,85.2,51.9,79.7,89.9,3.4,1.2,1.3,1.5,0.170476734028731,0.375650558985238,0.453872706986031,14.7,55.1,2.85436893203884,1.32594936708861
"AT13","2006",64,59.7,68.5,44,65.8,82.9,41,61.7,80.2,48,69.7,85.5,3.8,1.1,1.1,-0.6,0.166960087982579,0.46407217375683,0.368967738260591,19.2,57.5,2.48701298701299,1.60869565217391
"AT13","2007",64.5,59.7,69.4,46.6,66.3,82.8,43.7,62,78.9,50.5,70.6,86.2,2.5,3.8,1.1,1.1,0.169501655060222,0.463861401211826,0.366636943727952,19.1,57.1,2.58503401360544,1.588
"AT13","2008",65.4,61.1,69.8,44.6,68.9,80.7,40.6,65.4,76.9,49.7,72.2,84.4,0.8,2.5,3.8,1.1,0.169917756908585,0.463199281470655,0.36688296162076,20.2,57.2,2.56687898089172,1.63306451612903
"AT13","2009",65.2,61.8,68.8,43.3,68.5,81.4,38.8,65.9,79.2,48.6,71.1,83.8,-1.6,0.8,2.5,3.8,0.171864683398509,0.460506697380843,0.367628619220648,19.5,56.4,2.44936708860759,1.63967611336032
"AT13","2010",65.9,62,70,44.4,68.8,80.6,41.3,65.8,76.4,48.4,71.7,84.9,1.5,-1.6,0.8,2.5,0.173067411744295,0.457122215345733,0.369810372909972,19.4,54.6,2.35365853658537,1.63320463320463
"AT13","2011",65.9,62.4,69.5,44.4,68.6,81.6,38.1,67.6,78,52.3,69.5,85.5,2.3,1.5,-1.6,0.8,0.174434737702802,0.453820200542239,0.37174506175496,17.9,54.8,2.50704225352113,1.50714285714286
"AT13","2012",65.9,62.5,69.4,42.1,67.9,84.1,37.8,65.6,80.9,47.5,70.1,87.7,-0.2,2.3,1.5,-1.6,0.17473674682952,0.449437118099317,0.375826135071163,18.3,55,2.42384105960265,1.5634328358209
"AT13","2013",66,63,69.2,41.5,68.3,82.5,36.4,66.7,79.5,47.4,69.8,85.8,-0.4,-0.2,2.3,1.5,0.174914955262109,0.445228141661384,0.379856903076508,17.9,54.5,2.42857142857143,1.55263157894737
"AT13","2014",64.7,62.1,67.4,37.6,65,80.1,33.5,62.4,79,42.5,67.4,81.3,-0.5,-0.4,-0.2,2.3,0.177544819381589,0.44344432738972,0.379010853228691,17.8,51.6,2.28205128205128,1.51315789473684
"AT13","2015",64.6,62,67.3,38.4,64.6,79.9,33.9,63.2,77.9,43.8,65.9,82.2,0.5,-0.5,-0.4,-0.2,0.1768203548678,0.443977582962393,0.379202062169808,17.2,43.7,2.31756756756757,1.39050131926121
"AT13","2016",64.9,62.6,67.3,38.4,64.3,80.9,36.2,61.2,79.3,40.9,67,82.7,2.8,0.5,-0.5,-0.4,0.175782909037664,0.44540002766706,0.378817063295276,17.1,43.6,2.28859060402685,1.37913486005089
"AT13","2017",65.3,62.4,68.3,37.9,64.9,80.6,34.9,60.9,78.6,41.3,68.4,82.8,1.1,2.8,0.5,-0.5,0.176785401915376,0.447078161024602,0.376136437060022,16.9,43.2,2.26845637583893,1.3860103626943
"AT21","2006",65.8,58.8,73,38.9,71.1,82.5,35.3,64.6,80,44.7,77.1,84.5,2.8,3.5,3.5,1.7,0.182111116747068,0.432923361961028,0.384965521291904,15.1,68.9,3.27173913043478,1.50828729281768
"AT21","2007",67.4,60.2,74.7,41.6,71.9,85.3,37.6,65.8,79.1,47.6,77.9,89.7,5,2.8,3.5,3.5,0.182279274644717,0.428940796947678,0.388779928407605,15.3,68.8,3.46590909090909,1.48888888888889
"AT21","2008",68.7,61.6,75.8,43.3,73,85.9,38.9,66.7,80.8,49.9,78.9,90,1.5,5,2.8,3.5,0.181889685571397,0.422574003334076,0.395536311094527,14.7,69.3,3.16129032258065,1.49206349206349
"AT21","2009",68.2,62.2,74.2,41.1,72.2,86.2,38.4,66.1,84.2,44.9,78.1,87.9,-5.5,1.5,5,2.8,0.180419407872681,0.415591416594477,0.403989175532842,13.7,70.1,3.26190476190476,1.46408839779006
"AT21","2010",68.5,62.9,74.2,44.2,72.7,82.8,42.8,67,79.1,46.2,78.3,85.5,2.1,-5.5,1.5,5,0.178683696944805,0.408071664613047,0.413244638442148,12.8,70,3.04761904761905,1.4375
"AT21","2011",68.7,63.1,74.4,42.1,72.8,84.7,40,67.6,81.9,45.4,77.9,86.7,4.1,2.1,-5.5,1.5,0.176411018820766,0.400727729118861,0.422861252060373,12.9,70.5,2.95402298850575,1.45077720207254
"AT21","2012",69,64.1,74,42.2,73.1,84.3,39,69.8,78.3,47.1,76.1,89.4,-0.9,4.1,2.1,-5.5,0.173360753922643,0.392557678796868,0.434081567280489,12.2,71.4,3.2972972972973,1.3936170212766
"AT21","2013",69.4,64.8,74.1,43.5,73.6,84.6,39.5,69.6,81.2,48.5,77.4,88.1,-0.4,-0.9,4.1,2.1,0.17142980603553,0.38724025991563,0.44132993404884,12,70.8,3.28767123287671,1.38624338624339
"AT21","2014",69.2,65.3,73.1,43.8,70.4,82.1,40.9,67,78.9,47.8,73.5,85.7,0.6,-0.4,-0.9,4.1,0.169781893439444,0.381261985553594,0.448956121006963,13.2,69.5,2.58823529411765,1.58285714285714
"AT21","2015",69,64.7,73.4,44.5,69.9,82.3,40.5,66.5,78.4,50.5,72.8,86.6,-0.5,0.6,-0.4,-0.9,0.167701052871951,0.376244729523639,0.456054217604411,11.6,59.6,2.8875,1.28571428571429
"AT21","2016",69.9,65.1,74.6,43.3,71.1,82.4,38,66.7,79,50.1,75.1,85.7,0.5,-0.5,0.6,-0.4,0.164983265680099,0.372195200200105,0.462821534119797,11.7,60,3.02597402597403,1.27017543859649
"AT21","2017",70.5,66.3,74.8,41.7,72.7,82.7,38.6,68.5,79.2,45.5,76.7,86.6,3.7,0.5,-0.5,0.6,0.16266393909632,0.37072076227271,0.46661529863097,10.6,60,2.70512820512821,1.25490196078431
"AT22","2006",68.6,62.1,75.1,45.6,73.4,85.2,41.4,67.7,81.7,51.8,78.6,87.7,3.3,4.6,4.6,2.4,0.183066972916211,0.445250472794379,0.371682554289411,18.2,65.2,2.95934959349593,1.67582417582418
"AT22","2007",70,63.2,76.8,46.8,75.2,86.9,42,69.5,83.6,54.1,80.4,89.3,4.8,3.3,4.6,4.6,0.183439056843148,0.442901259399078,0.373659683757775,17.8,65.9,3.09565217391304,1.60846560846561
"AT22","2008",70.9,64.8,77,47.2,76.4,86,44.5,70.8,82.4,51.3,81.5,88.8,0.8,4.8,3.3,4.6,0.182887589266473,0.438631235029365,0.378481175704162,18.5,65.7,3.13559322033898,1.62765957446809
"AT22","2009",70,64.9,75,45.4,75.1,85.9,42,72,81.2,50.7,77.8,89.6,-6.5,0.8,4.8,3.3,0.182363334450241,0.432466885349681,0.385169780200079,17.9,66.4,3.06837606837607,1.64640883977901
"AT22","2010",70.6,65.9,75.2,44.4,75.9,87.5,41.3,72.9,83.7,49.2,78.4,91,2.3,-6.5,0.8,4.8,0.182045124849532,0.425032871384919,0.392922003765548,16.7,66.7,3.31683168316832,1.53723404255319
"AT22","2011",71.4,66.3,76.4,46.3,75.7,87.4,44.5,71.7,82.7,49.1,79.2,91.2,3.9,2.3,-6.5,0.8,0.182091931080679,0.417230323612898,0.400677745306423,16.4,68,3.19417475728155,1.6280487804878
"AT22","2012",71,65.6,76.4,48.1,74.8,84.7,43.6,70.7,80.5,54.7,78.5,88.2,2.2,3.9,2.3,-6.5,0.180289432863391,0.40980554228439,0.409905024852219,15,68.2,3.18085106382979,1.50810810810811
"AT22","2013",71.1,66.1,76.1,47.1,75.4,85.7,46,70.8,81.1,48.7,79.6,89.5,-0.7,2.2,3.9,2.3,0.179521434690898,0.403597512921361,0.41688105238774,14.7,67.4,3.10526315789474,1.475
"AT22","2014",70.7,66.3,75.1,45.1,73.7,83.1,43.6,69,81.2,47.1,78,84.8,1,-0.7,2.2,3.9,0.17889742973817,0.398558486570223,0.422544083691608,15.9,66.6,2.91743119266055,1.55897435897436
"AT22","2015",70.8,66.6,74.9,43.6,73.6,82.6,43.2,69.5,80.8,44.2,77.3,84.2,0.1,1,-0.7,2.2,0.176586505037845,0.394734007657133,0.428679487305022,14.6,59.6,2.94,1.37174721189591
"AT22","2016",71.4,67.3,75.3,46.5,73.4,84.1,42,69.6,83.4,52.9,76.7,84.8,2.5,0.1,1,-0.7,0.174073143481634,0.392283879844072,0.433642976674294,13.1,60.3,3.24691358024691,1.280276816609
"AT22","2017",72.2,68.7,75.7,47.8,73.7,85.8,46.3,69.6,84.4,49.7,77.4,87.1,3.2,2.5,0.1,1,0.172918582713231,0.391078281331981,0.436003135954788,14,58.6,2.86734693877551,1.35379061371841
"AT31","2006",71.1,64,78.1,51.1,77.1,86.9,46.7,70.9,83,57.6,82.9,89.2,3.6,2,2,2.1,0.193314660951096,0.446558489244879,0.360126849804025,22.5,62.1,2.81875,1.81218274111675
"AT31","2007",72.8,65.9,79.5,55.3,77.9,86.8,51.4,71.6,81.4,60.9,83.5,90.5,3.7,3.6,2,2,0.193943540686174,0.441900492804038,0.364155966509788,23.4,60.7,2.90683229813665,1.80904522613065
"AT31","2008",74.1,67.5,80.7,54.5,80,88.2,50.3,74.5,85,61.3,84.8,90.2,3.5,3.7,3.6,2,0.193443254389642,0.436465899006837,0.37009084660352,22.9,60.7,2.92356687898089,1.8051282051282
"AT31","2009",73.4,67.2,79.5,51.8,79.7,88.2,47.9,75.4,82.6,57.8,83.5,91.8,-7,3.5,3.7,3.6,0.191869287204399,0.430099893675947,0.378030819119654,22,61.4,3.0625,1.70935960591133
"AT31","2010",73.9,68.3,79.6,53.6,79.9,85.6,49,76,81.4,60.5,83.3,88.8,2.9,-7,3.5,3.7,0.191333339675875,0.422017921908513,0.386648738415612,21.6,62,3.09285714285714,1.69651741293532
"AT31","2011",74.3,68.8,79.9,53.2,80,88.9,48.6,76.1,86.1,60,83.5,90.9,4.1,2.9,-7,3.5,0.189849788691151,0.414029219186105,0.396120992122744,20.1,62.5,3.0530303030303,1.66331658291457
"AT31","2012",74.9,70,79.7,53.8,80,88.2,49.8,76.7,84.9,59.4,83.2,90.4,0.2,4.1,2.9,-7,0.187355175533821,0.405087102228602,0.407557722237577,20.1,63,2.98518518518519,1.68181818181818
"AT31","2013",74.4,69.4,79.3,53.5,79.8,86.2,52,74.8,83.8,55.5,84.5,87.8,1.3,0.2,4.1,2.9,0.185998019625615,0.398723758729627,0.415278221644759,19,63.9,2.85714285714286,1.63636363636364
"AT31","2014",74.9,70.1,79.7,55.3,78.2,85.1,53.4,72.5,83.9,58.2,83.5,86,1.1,1.3,0.2,4.1,0.183831274863515,0.394440614706125,0.421728110430359,18.4,64.3,2.8828125,1.62439024390244
"AT31","2015",74.8,70.1,79.3,55.9,77.7,84.5,52.4,73.5,80.8,60.5,81.4,88,0.6,1.1,1.3,0.2,0.181269625484252,0.390783267932428,0.42794710658332,17.3,56,2.94067796610169,1.39202657807309
"AT31","2016",75.5,70.8,80,54.7,77.9,86.4,50.5,73.3,84.1,60.3,82,88.5,1.7,0.6,1.1,1.3,0.178747604495779,0.388798881234785,0.432453514269436,16.5,56,2.75833333333333,1.40677966101695
"AT31","2017",75.8,71.1,80.4,52.8,79.2,86.4,47.7,76.6,82.3,59.9,81.7,89.9,2.7,1.7,0.6,1.1,0.177892185808483,0.388419364891907,0.43368844929961,15.7,55.3,2.82882882882883,1.36156351791531
"AT32","2006",70.2,63.8,76.8,49.7,74.6,84.4,46,68.5,79.6,55,80.7,87.8,4.8,4.7,4.7,1.9,0.185598419610189,0.447765056134444,0.366636524255367,18.3,62.9,2.67647058823529,1.60986547085202
"AT32","2007",72.4,66.6,78.3,52.1,77.1,84.9,49.6,71.3,79.7,55.5,82.7,89,5.1,4.8,4.7,4.7,0.185202496111997,0.445126989558729,0.369670514329274,18.1,64.2,2.72727272727273,1.61971830985915
"AT32","2008",72.8,67.1,78.6,51.3,77,86.9,49.5,71.5,82.4,54,82.6,90.2,0.1,5.1,4.8,4.7,0.184993135406543,0.44070133031087,0.374305534282587,17.9,64,2.73846153846154,1.625
"AT32","2009",73.1,68.2,78,50.2,76.9,87.2,48.5,72.4,83.5,52.6,81.6,89.9,-4.3,0.1,5.1,4.8,0.184360315136303,0.435376141671896,0.380263543191801,16.4,65.8,2.84347826086957,1.53738317757009
"AT32","2010",73.3,67.8,79.1,51.7,77.2,86.1,45.3,72.8,80.8,59.3,81.9,90.5,3.9,-4.3,0.1,5.1,0.18372100158712,0.428427579627961,0.387851418784919,15,65.6,2.81132075471698,1.45299145299145
"AT32","2011",74.1,68.8,79.6,52.8,78.2,84.1,46.4,73.7,79,60.1,82.9,88.7,3.2,3.9,-4.3,0.1,0.182512780928729,0.421776241456075,0.395710977615196,14.9,65.6,2.48333333333333,1.54545454545455
"AT32","2012",75.2,70.2,80.4,51.7,79.4,86.9,46.1,76,81.9,59.2,82.8,90.8,1.2,3.2,3.9,-4.3,0.180644029179352,0.414279387556717,0.405076583263932,14.2,66,2.30081300813008,1.56422018348624
"AT32","2013",75.4,70.9,80,48.6,80.8,87.3,43.6,77.6,84.6,55.2,83.9,89.7,-1.1,1.2,3.2,3.9,0.179198158705979,0.409690699297006,0.411111141997015,14.4,65.1,2.57657657657658,1.46443514644351
"AT32","2014",73.7,69.4,78.2,50.1,77.1,83.7,43.8,74,81.2,58.4,80.1,86.1,0.2,-1.1,1.2,3.2,0.178932110815231,0.404960972534994,0.416106916649775,14.9,63.3,2.67567567567568,1.45867768595041
"AT32","2015",74.1,70,78.4,49.2,77.5,84.1,45,74,80.6,54.5,80.8,87.9,1.8,0.2,-1.1,1.2,0.177278104541664,0.400851094482015,0.421870800976321,14.6,55.6,2.55263157894737,1.35736677115987
"AT32","2016",75.1,71.6,78.6,50.4,78,85.3,45.7,76.1,82.2,56.4,80,88.2,2.9,1.8,0.2,-1.1,0.175813822797782,0.398163681892184,0.426022495310034,13.6,56.2,2.56603773584906,1.34083601286174
"AT32","2017",75.6,71.5,79.9,49.3,78.6,86.4,46.3,74.8,83.1,53,82.5,89.4,2.6,2.9,1.8,0.2,0.175959804244276,0.398094673300671,0.425945522455053,13.8,54.7,2.49090909090909,1.32352941176471
"AT33","2006",70.5,63.1,78.1,54.7,74.9,83.8,48.4,68.6,76.4,63.4,80.9,88.7,4.4,2.1,2.1,2.5,0.189565353769986,0.459519489987962,0.350915156242052,19.8,65.4,2.4,1.95375722543353
"AT33","2007",72,64.8,79.3,56,76.2,86.5,49.9,69.9,81.9,64.4,82.3,89.4,2.8,4.4,2.1,2.1,0.190369071060832,0.45590796203455,0.353722966904618,22.3,62.7,2.68072289156626,1.90217391304348
"AT33","2008",72.4,66.1,78.9,54.2,77,88.1,49.5,71.2,86.5,60.8,82.7,89.1,-0.8,2.8,4.4,2.1,0.190008267540123,0.45145607580051,0.358535656659367,22.6,61.2,2.73333333333333,1.82089552238806
"AT33","2009",72.8,67.1,78.5,55.6,76.8,88.1,50.7,71.7,87.7,62.6,81.5,88.3,-3.5,-0.8,2.8,4.4,0.190020790892248,0.44505713303656,0.364922076071192,22.2,61,2.75155279503106,1.77403846153846
"AT33","2010",72.7,67.4,78.1,54.1,76.7,89.8,48.4,72.4,89,61.7,81,90.4,1.1,-3.5,-0.8,2.8,0.190150256334346,0.437780284250709,0.372069459414945,21.3,61.7,2.82666666666667,1.74257425742574
"AT33","2011",72.9,67.3,78.6,54.2,77.4,86.7,48.8,72.1,85.2,61,82.5,88,2.7,1.1,-3.5,-0.8,0.189788834850563,0.429558964126865,0.380652201022571,21,61.8,2.60869565217391,1.81313131313131
"AT33","2012",74.2,68.6,79.8,52.5,79.2,88.5,47.2,73.9,87.6,59.6,84.1,89.4,2.4,2.7,1.1,-3.5,0.188587103472333,0.420362156260127,0.391050740267541,20.9,60.3,2.5521472392638,1.75813953488372
"AT33","2013",74.8,69.7,80.1,54,79.4,88.1,47.7,75.5,85.8,62.2,83.2,90,0.5,2.4,2.7,1.1,0.188605253270205,0.413584670125593,0.397810076604202,19.6,61,2.61744966442953,1.70616113744076
"AT33","2014",74.2,69.9,78.6,54.8,77.6,83.6,52.6,73.3,80.4,57.7,81.9,86.4,0.9,0.5,2.4,2.7,0.188126886920689,0.407971415898271,0.40390169718104,18.8,62.1,2.5578231292517,1.70334928229665
"AT33","2015",74.3,69.5,79.1,52,77.7,86.2,50.9,71.6,84.4,53.6,83.2,87.9,2,0.9,0.5,2.4,0.186971327910639,0.404077979640544,0.408950692448817,17.7,55.3,2.58394160583942,1.45364238410596
"AT33","2016",74.3,69.8,78.9,54.5,78.5,82.7,52.1,73.6,80,57.8,83,85.2,1.6,2,0.9,0.5,0.184995237893881,0.401333792428553,0.413670969677566,17.6,56,2.70769230769231,1.4626334519573
"AT33","2017",74.8,69.8,79.9,54,77.7,84.5,48.2,72.6,81.9,61,82.4,87.1,2.3,1.6,2,0.9,0.184160938823052,0.400907974191907,0.414931086985041,17.9,53.9,2.64444444444444,1.4485049833887
"AT34","2006",70.7,62.3,79,52.3,76.8,87,44.8,70,79.8,61.8,83.6,91.2,3.9,4.2,4.2,0.5,0.197023370333984,0.455287369910033,0.347689259755983,25.1,59,2.39047619047619,2.01941747572816
"AT34","2007",71.8,63,80.7,52.4,77.8,89.2,45.3,70.3,81.7,61.8,85.2,93.5,4.1,3.9,4.2,4.2,0.196037738147939,0.452841529832713,0.351120732019348,25.3,58.6,2.525,1.96618357487923
"AT34","2008",72.2,64.1,80.4,52.5,79,87.5,44.9,72.4,80.5,62.2,85.4,92,1.6,4.1,3.9,4.2,0.194789780483754,0.449021919217697,0.356188300298549,23.5,60.2,2.64606741573034,1.86829268292683
"AT34","2009",72,65.2,78.8,50.7,78.2,89,44.5,72.7,84.8,58.6,83.6,91.8,-5.3,1.6,4.1,3.9,0.193300176013694,0.444002615983335,0.362697208002971,24,59.7,2.54497354497355,1.94974874371859
"AT34","2010",72.2,65.4,79.1,51.2,79.3,85.8,44.5,74.5,77.6,59.7,84.1,91,2.5,-5.3,1.6,4.1,0.192637795117323,0.437732405520247,0.36962979936243,22.6,60.7,2.46994535519126,1.91044776119403
"AT34","2011",73,65.6,80.4,53.1,79.4,87.6,46,73.5,81.3,61.9,85.5,91.3,4.3,2.5,-5.3,1.6,0.191387483120765,0.430265219359931,0.378347297519303,23,61.6,2.4468085106383,1.96907216494845
"AT34","2012",73.8,67.3,80.4,52.3,80.5,86.6,45.6,75.6,81.2,60.7,85.5,90,0.4,4.3,2.5,-5.3,0.1898683160415,0.42145251396648,0.388679169992019,22.7,60.5,2.49450549450549,1.84259259259259
"AT34","2013",74.1,68.2,80,49.6,80.9,88.7,43.9,76.3,84.9,56.6,85.7,91.2,1.8,0.4,4.3,2.5,0.188538675109983,0.415728594044598,0.395732730845419,20.7,60.9,2.48502994011976,1.72608695652174
"AT34","2014",74.8,69.4,80.2,51.2,80.4,87,44.9,76.2,84.9,59,84.8,88.6,3,1.8,0.4,4.3,0.186775324206206,0.411046232380529,0.402178443413265,20,61,2.48447204968944,1.68510638297872
"AT34","2015",75.1,69.6,80.6,52.1,80.2,87.6,45.6,75.7,84.1,59.8,84.7,90.5,2.3,3,1.8,0.4,0.184333453108157,0.407888554133613,0.40777799275823,19.9,54.5,2.45679012345679,1.54545454545455
"AT34","2016",76.7,71.2,82,55.4,80.7,88.9,47.2,75.3,87.9,64.4,86,89.8,0.8,2.3,3,1.8,0.181109440569049,0.405211567827715,0.413678991603236,19.7,53.9,2.41104294478528,1.56597222222222
"AT34","2017",76.3,70.4,82.1,53.6,80.6,88.1,45.6,75.5,84.5,62.7,85.3,91.5,3.2,0.8,2.3,3,0.1800039556195,0.404345752168804,0.415650292211695,19.6,52.7,2.39634146341463,1.5503355704698
"BE10","2006",53.4,46.6,60.5,33.8,50.6,75.9,25,43,71.1,42.5,58.7,80.9,1.2,2.2,2.2,,0.184857718700513,0.487235471951629,0.327906809347857,32.7,25.8,2.02786377708978,1.79361179361179
"BE10","2007",54.8,48.3,61.4,34.3,52.7,77.3,26.5,44.4,73.1,42,61.3,81.7,2.1,1.2,2.2,2.2,0.184331769980069,0.487843104784098,0.327825125235834,32.6,26.4,1.98780487804878,1.80392156862745
"BE10","2008",55.6,48.4,62.9,36.1,53.3,78.3,27.1,43.4,73.7,44.7,63.4,83.2,0.9,2.1,1.2,2.2,0.183196606774806,0.487515574600883,0.329287818624312,32.1,27,2.01572327044025,1.78132678132678
"BE10","2009",55.1,49.3,61,35.1,53,75.5,27.9,46.1,71.1,42.3,59.8,80.1,-2.6,0.9,2.1,1.2,0.182149900115071,0.488785938255286,0.329064161629643,33.1,26.5,2.00302114803625,1.84223918575064
"BE10","2010",54.8,48.7,61,34.6,52.3,76.7,27.3,43.2,72.7,41.6,61.3,81,2.1,-2.6,0.9,2.1,0.182376937645057,0.489888029341532,0.327735033013411,31,26.7,2.0327868852459,1.72792362768496
"BE10","2011",53.8,48.6,59.2,32.9,50.5,77,24.4,45.2,73.5,41.1,55.6,80.8,0.8,2.1,-2.6,0.9,0.180817339121064,0.490609981920181,0.328572678958756,32.2,25.7,1.97846153846154,1.78883495145631
"BE10","2012",54,48.6,59.4,32.9,51.8,75.8,26.2,45.6,69.9,39,57.8,82.5,1.1,0.8,2.1,-2.6,0.18204343162211,0.493275149922644,0.324681418455246,32.7,24.9,1.98181818181818,1.8029197080292
"BE10","2013",52.5,48.5,56.7,31.6,49.9,75.4,25.1,43.7,73.4,37.8,55.7,77.8,-0.3,1.1,0.8,2.1,0.181869388239115,0.492319154037117,0.325811457723768,31.7,25.6,1.94478527607362,1.8009828009828
"BE10","2014",54.3,49.8,58.8,33.3,50.4,76.5,26.6,45.7,73,40,54.7,80.3,0.8,-0.3,1.1,0.8,0.180176838649072,0.493224838985568,0.32659832236536,32.4,26.1,1.98773006134969,1.82323232323232
"BE10","2015",54.2,49.2,59.2,33.6,49.3,76.4,26.1,43.4,72.7,40.7,55.1,80.4,1.2,0.8,-0.3,1.1,0.178368950082388,0.492291853382724,0.329339196534889,32,24.4,2.00626959247649,1.75952380952381
